fundingTime,fundingRate
2021-01-01,0.0002784866666666667
2021-01-02,0.00048540666666666666
2021-01-03,0.0013126933333333334
2021-01-04,0.0015224833333333336
2021-01-05,0.00066136
2021-01-06,0.0016215133333333331
2021-01-07,0.0011430033333333332
2021-01-08,0.0014581766666666666
2021-01-09,0.0009227133333333334
2021-01-10,0.00106408
2021-01-11,0.0007382766666666667
2021-01-12,0.00046441999999999995
2021-01-13,0.00035962666666666663
2021-01-14,0.0007315366666666667
2021-01-15,0.0007943199999999999
2021-01-16,0.00037023
2021-01-17,0.00024461666666666666
2021-01-18,0.0006941533333333334
2021-01-19,0.0012007566666666668
2021-01-20,0.00040875666666666667
2021-01-21,0.00039007999999999995
2021-01-22,0.0001
2021-01-23,0.00010727333333333334
2021-01-24,0.00021918666666666665
2021-01-25,0.00034889
2021-01-26,0.00011168666666666666
2021-01-27,0.0001
2021-01-28,0.00014087333333333334
2021-01-29,0.0008053066666666667
2021-01-30,0.00041612
2021-01-31,0.00048431666666666663
2021-02-01,0.00039447
2021-02-02,0.0006774866666666666
2021-02-03,0.0007779633333333333
2021-02-04,0.00055095
2021-02-05,0.0007687566666666666
2021-02-06,0.0006899333333333334
2021-02-07,0.0010895766666666666
2021-02-08,0.00122049
2021-02-09,0.00159619
2021-02-10,0.0013735333333333335
2021-02-11,0.0011130733333333334
2021-02-12,0.0011997833333333332
2021-02-13,0.0011918466666666668
2021-02-14,0.0012690733333333333
2021-02-15,0.0007553666666666667
2021-02-16,0.0012165466666666667
2021-02-17,0.0011487133333333334
2021-02-18,0.0013746466666666665
2021-02-19,0.00101524
2021-02-20,0.0013177266666666665
2021-02-21,0.0010839966666666666
2021-02-22,0.00095565
2021-02-23,0.00022616
2021-02-24,0.00033026666666666665
2021-02-25,0.00023335333333333332
2021-02-26,0.0001
2021-02-27,0.0002825733333333333
2021-02-28,0.00019235333333333333
2021-03-01,0.00012307
2021-03-02,0.0001
2021-03-03,0.00021692666666666666
2021-03-04,0.0001
2021-03-05,0.0001
2021-03-06,0.0001
2021-03-07,0.00012535333333333332
2021-03-08,0.00014919
2021-03-09,0.0005714433333333333
2021-03-10,0.0004328166666666667
2021-03-11,0.0009355833333333334
2021-03-12,0.0007344933333333333
2021-03-13,0.0005517166666666667
2021-03-14,0.0009383
2021-03-15,0.0006766533333333333
2021-03-16,0.00033036000000000003
2021-03-17,0.00026392
2021-03-18,0.00030690333333333335
2021-03-19,0.00026051
2021-03-20,0.00047556000000000003
2021-03-21,0.0002791366666666667
2021-03-22,0.00048819333333333337
2021-03-23,0.00031024666666666667
2021-03-24,0.0003214766666666667
2021-03-25,0.00010609333333333334
2021-03-26,0.00012
2021-03-27,0.0001
2021-03-28,0.0001
2021-03-29,0.00012723666666666667
2021-03-30,0.00047595
2021-03-31,0.00070019
2021-04-01,0.0008548533333333333
2021-04-02,0.00093083
2021-04-03,0.0009080766666666667
2021-04-04,0.0004236866666666667
2021-04-05,0.00040029999999999997
2021-04-06,0.0007956700000000001
2021-04-07,0.00055006
2021-04-08,0.0003065066666666667
2021-04-09,0.0002256566666666667
2021-04-10,0.0009374499999999999
2021-04-11,0.0009738666666666666
2021-04-12,0.0009816466666666666
2021-04-13,0.0009889
2021-04-14,0.00101287
2021-04-15,0.0008958033333333333
2021-04-16,0.0011506266666666666
2021-04-17,0.00065495
2021-04-18,0.00050024
2021-04-19,0.0001
2021-04-20,0.0001
2021-04-21,0.0001
2021-04-22,0.0001
2021-04-23,0.00022539333333333332
2021-04-24,0.00018144000000000002
2021-04-25,0.00023419333333333332
2021-04-26,0.0001
2021-04-27,0.0001
2021-04-28,0.0001
2021-04-29,0.0001
2021-04-30,0.0001
2021-05-01,0.0001790166666666667
2021-05-02,0.0003546233333333333
2021-05-03,0.00047936
2021-05-04,0.0004319033333333333
2021-05-05,0.00032964333333333334
2021-05-06,0.0007653633333333333
2021-05-07,0.00038367333333333333
2021-05-08,0.0005069166666666667
2021-05-09,0.00052217
2021-05-10,0.0007414733333333334
2021-05-11,0.00038685333333333337
2021-05-12,0.00030052000000000003
2021-05-13,0.00014833666666666667
2021-05-14,0.0003010933333333333
2021-05-15,0.00013425333333333332
2021-05-16,0.00031042
2021-05-17,0.0004442766666666667
2021-05-18,0.0003039166666666667
2021-05-19,-0.00014628
2021-05-20,0.0001
2021-05-21,5.5150000000000006e-05
2021-05-22,-1.482666666666666e-05
2021-05-23,-4.58e-06
2021-05-24,-5.4499999999999997e-05
2021-05-25,0.0001
2021-05-26,0.0001
2021-05-27,0.0001
2021-05-28,0.0001
2021-05-29,0.00010125
2021-05-30,0.0001
2021-05-31,0.0001
2021-06-01,0.0001
2021-06-02,0.0001
2021-06-03,0.0001
2021-06-04,0.00013522
2021-06-05,0.0001
2021-06-06,0.0001
2021-06-07,0.0001
2021-06-08,7.005000000000001e-05
2021-06-09,-3.4129999999999993e-05
2021-06-10,-2.55333333333333e-06
2021-06-11,5.796e-05
2021-06-12,4.68666666666667e-06
2021-06-13,1.9776666666666666e-05
2021-06-14,5.618666666666667e-05
2021-06-15,9.334000000000001e-05
2021-06-16,0.0001
2021-06-17,0.0001
2021-06-18,5.229e-05
2021-06-19,-2.390333333333333e-05
2021-06-20,5.2100000000000035e-06
2021-06-21,-3.8236666666666666e-05
2021-06-22,-4.9530000000000015e-05
2021-06-23,-0.00011173666666666667
2021-06-24,-5.549333333333333e-05
2021-06-25,7.457333333333334e-05
2021-06-26,-0.00011507
2021-06-27,-0.00034195
2021-06-28,3.4660000000000004e-05
2021-06-29,7.409666666666667e-05
2021-06-30,0.0001
2021-07-01,0.0001
2021-07-02,2.0390000000000003e-05
2021-07-03,-4.962e-05
2021-07-04,-2.5356666666666664e-05
2021-07-05,3.186666666666667e-05
2021-07-06,-6.678e-05
2021-07-07,2.2126666666666666e-05
2021-07-08,-0.00011033666666666665
2021-07-09,-0.00015698
2021-07-10,2.612666666666667e-05
2021-07-11,4.804e-05
2021-07-12,7.438e-05
2021-07-13,6.684e-05
2021-07-14,-1.4533333333333308e-06
2021-07-15,2.2310000000000005e-05
2021-07-16,-1.4503333333333332e-05
2021-07-17,2.674e-05
2021-07-18,5.188666666666667e-05
2021-07-19,-1.8523333333333333e-05
2021-07-20,-0.00015731666666666668
2021-07-21,-0.0003144066666666667
2021-07-22,-4.508333333333333e-05
2021-07-23,-5.877e-05
2021-07-24,-0.00010409333333333334
2021-07-25,-0.00017530333333333332
2021-07-26,-0.00011613666666666668
2021-07-27,5.917333333333334e-05
2021-07-28,5.987666666666667e-05
2021-07-29,6.589666666666666e-05
2021-07-30,5.874333333333334e-05
2021-07-31,0.0001
2021-08-01,0.0001
2021-08-02,0.0001
2021-08-03,0.0001
2021-08-04,7.090666666666667e-05
2021-08-05,0.0001
2021-08-06,0.0001
2021-08-07,0.0001
2021-08-08,0.0001
2021-08-09,0.0001
2021-08-10,0.0001
2021-08-11,0.0001
2021-08-12,0.0001
2021-08-13,0.0001
2021-08-14,0.0001
2021-08-15,0.0001
2021-08-16,0.00011308
2021-08-17,0.0001
2021-08-18,0.0001
2021-08-19,0.0001
2021-08-20,0.00011920333333333334
2021-08-21,0.00015569
2021-08-22,0.00011604333333333333
2021-08-23,0.0002438766666666667
2021-08-24,0.0002688266666666667
2021-08-25,0.00013189333333333335
2021-08-26,0.00013955
2021-08-27,0.0001
2021-08-28,0.00021792333333333331
2021-08-29,0.0001
2021-08-30,0.00014183333333333333
2021-08-31,0.00029103666666666664
2021-09-01,0.0003528033333333334
2021-09-02,0.0004887166666666667
2021-09-03,0.00035202
2021-09-04,0.00024982
2021-09-05,0.0001
2021-09-06,0.00015594333333333334
2021-09-07,0.00014325666666666667
2021-09-08,0.0001
2021-09-09,0.0001
2021-09-10,0.00010371666666666666
2021-09-11,0.0001
2021-09-12,0.0001
2021-09-13,0.0001
2021-09-14,0.0001
2021-09-15,0.0001
2021-09-16,0.0001
2021-09-17,0.0001
2021-09-18,0.0001
2021-09-19,0.0001
2021-09-20,0.0001
2021-09-21,0.0001
2021-09-22,0.0001
2021-09-23,7.526333333333333e-05
2021-09-24,-4.1379999999999993e-05
2021-09-25,8.543e-05
2021-09-26,3.590333333333334e-05
2021-09-27,0.0001
2021-09-28,5.207666666666666e-05
2021-09-29,4.622e-05
2021-09-30,9.745000000000001e-05
2021-10-01,3.1696666666666664e-05
2021-10-02,4.911333333333333e-05
2021-10-03,0.0001
2021-10-04,0.0001
2021-10-05,2.578e-05
2021-10-06,0.0001
2021-10-07,0.00023949666666666668
2021-10-08,0.00023383666666666668
2021-10-09,0.00011905666666666666
2021-10-10,0.00013635333333333332
2021-10-11,0.0001
2021-10-12,0.0001
2021-10-13,0.0001
2021-10-14,0.00016693
2021-10-15,0.00018895
2021-10-16,0.00039754333333333336
2021-10-17,0.00038554
2021-10-18,0.00023547333333333333
2021-10-19,0.00011658000000000001
2021-10-20,0.0002774566666666667
2021-10-21,0.0006274466666666667
2021-10-22,0.00030406000000000004
2021-10-23,0.00019475666666666667
2021-10-24,0.00033478333333333333
2021-10-25,0.00028888666666666667
2021-10-26,0.0005254166666666667
2021-10-27,0.0002883366666666667
2021-10-28,0.00013118666666666666
2021-10-29,0.00021869999999999998
2021-10-30,0.00026212
2021-10-31,0.00037292333333333337
2021-11-01,0.0004026766666666666
2021-11-02,0.00032179
2021-11-03,0.00052478
2021-11-04,0.0004770166666666667
2021-11-05,0.0002603566666666667
2021-11-06,0.00045389333333333335
2021-11-07,0.0003031966666666667
2021-11-08,0.00041316333333333335
2021-11-09,0.00048591
2021-11-10,0.0005447533333333333
2021-11-11,0.00018341000000000003
2021-11-12,0.0003013933333333333
2021-11-13,0.00023005333333333332
2021-11-14,0.00012340333333333333
2021-11-15,0.0002595333333333333
2021-11-16,0.00018665999999999998
2021-11-17,0.00011051666666666667
2021-11-18,0.00010411666666666666
2021-11-19,0.0001
2021-11-20,0.0001
2021-11-21,0.0001
2021-11-22,0.0001
2021-11-23,0.00010965666666666666
