fundingTime,fundingRate
2021-11-24,0.0001067
2021-11-25,0.00014404
2021-11-26,0.00019201333333333334
2021-11-27,0.00010274666666666666
2021-11-28,0.0001
2021-11-29,0.00013591333333333333
2021-11-30,0.00015936666666666665
2021-12-01,0.00017278333333333332
2021-12-02,0.00011983666666666666
2021-12-03,0.0001629466666666667
2021-12-04,6.392666666666667e-05
2021-12-05,9.091e-05
2021-12-06,0.0001
2021-12-07,7.992333333333333e-05
2021-12-08,0.0001
2021-12-09,0.0001
2021-12-10,0.0001
2021-12-11,0.0001
2021-12-12,0.0001
2021-12-13,0.0001
2021-12-14,6.115000000000001e-05
2021-12-15,0.0001
2021-12-16,0.0001
2021-12-17,8.226e-05
2021-12-18,8.913999999999999e-05
2021-12-19,9.026666666666667e-05
2021-12-20,0.0001
2021-12-21,9.728e-05
2021-12-22,0.0001
2021-12-23,7.912666666666667e-05
2021-12-24,0.0001
2021-12-25,0.0001
2021-12-26,0.0001
2021-12-27,0.0001
2021-12-28,0.0001
2021-12-29,0.0001
2021-12-30,0.0001
2021-12-31,5.6326666666666664e-05
2022-01-01,0.0001
2022-01-02,0.0001
2022-01-03,0.0001
2022-01-04,0.0001
2022-01-05,0.0001
2022-01-06,0.0001
2022-01-07,0.0001
2022-01-08,0.0001
2022-01-09,0.0001
2022-01-10,8.174e-05
2022-01-11,9.131333333333335e-05
2022-01-12,-1.6300000000000007e-06
2022-01-13,-1.1956666666666667e-05
2022-01-14,-5.0776666666666664e-05
2022-01-15,4.9810000000000006e-05
2022-01-16,3.453333333333333e-05
2022-01-17,6.132666666666667e-05
2022-01-18,9.999333333333335e-05
2022-01-19,8.324333333333332e-05
2022-01-20,0.0001
2022-01-21,7.583e-05
2022-01-22,4.357e-05
2022-01-23,2.3903333333333335e-05
2022-01-24,4.6979999999999994e-05
2022-01-25,2.7060000000000002e-05
2022-01-26,-1.7863333333333332e-05
2022-01-27,-7.536333333333334e-05
2022-01-28,3.184e-05
2022-01-29,3.7233333333333334e-06
2022-01-30,8.392000000000001e-05
2022-01-31,-1.363333333333333e-05
2022-02-01,-1.3809999999999998e-05
2022-02-02,3.216e-05
2022-02-03,-2.693666666666667e-05
2022-02-04,9.636666666666669e-06
2022-02-05,9.152333333333335e-05
2022-02-06,0.0001
2022-02-07,-9.586666666666667e-06
2022-02-08,0.0001
2022-02-09,6.387333333333332e-05
2022-02-10,6.067000000000001e-05
2022-02-11,-2.9953333333333337e-05
2022-02-12,0.0001
2022-02-13,7.599333333333332e-05
2022-02-14,6.343e-05
2022-02-15,2.5673333333333334e-05
2022-02-16,0.0001
2022-02-17,0.0001
2022-02-18,-1.4323333333333334e-05
2022-02-19,6.223666666666667e-05
2022-02-20,6.956666666666665e-06
2022-02-21,-4.903333333333335e-06
2022-02-22,-1.9883333333333333e-05
2022-02-23,-6.186000000000001e-05
2022-02-24,-6.26e-05
2022-02-25,5.739333333333333e-05
2022-02-26,8.982e-05
2022-02-27,2.2496666666666664e-05
2022-02-28,-0.00011846333333333334
2022-03-01,8.123e-05
2022-03-02,6.497666666666666e-05
2022-03-03,0.0001
2022-03-04,0.0001
2022-03-05,7.218666666666667e-05
2022-03-06,1.704e-05
2022-03-07,-3.9473333333333334e-05
2022-03-08,7.792666666666667e-05
2022-03-09,8.925333333333334e-05
2022-03-10,3.120333333333333e-05
2022-03-11,-4.4239999999999997e-05
2022-03-12,-2.3466666666666657e-06
2022-03-13,-3.661e-05
2022-03-14,-3.9999999999999996e-05
2022-03-15,6.421e-05
2022-03-16,8.623666666666666e-05
2022-03-17,0.0001
2022-03-18,7.220666666666666e-05
2022-03-19,0.0001
2022-03-20,0.0001
2022-03-21,2.9843333333333336e-05
2022-03-22,0.0001
2022-03-23,9.004666666666667e-05
2022-03-24,5.19e-06
2022-03-25,5.143000000000001e-05
2022-03-26,4.209333333333333e-05
2022-03-27,1.0176666666666669e-05
2022-03-28,0.0001
2022-03-29,9.864666666666667e-05
2022-03-30,0.0001
2022-03-31,0.0001
2022-04-01,8.939666666666668e-05
2022-04-02,0.0001
2022-04-03,0.0001
2022-04-04,0.0001
2022-04-05,0.0001
2022-04-06,9.966e-05
2022-04-07,7.473666666666668e-05
2022-04-08,8.102000000000001e-05
2022-04-09,9.759666666666667e-05
2022-04-10,6.317333333333333e-05
2022-04-11,6.747666666666667e-05
2022-04-12,-7.936e-05
2022-04-13,-8.08e-06
2022-04-14,4.324666666666666e-05
2022-04-15,-4.113666666666667e-05
2022-04-16,4.532333333333334e-05
2022-04-17,6.852666666666667e-05
2022-04-18,-8.621333333333333e-05
2022-04-19,3.741e-05
2022-04-20,7.569e-05
2022-04-21,9.699999999999992e-07
2022-04-22,-4.7909999999999994e-05
2022-04-23,-9.489333333333334e-05
2022-04-24,-0.00012401
2022-04-25,-3.176333333333333e-05
2022-04-26,0.0001
2022-04-27,-7.235333333333334e-05
2022-04-28,-4.199999999999998e-06
2022-04-29,7.542666666666667e-05
2022-04-30,3.6366666666666673e-06
2022-05-01,4.1660000000000004e-05
2022-05-02,9.666666666666667e-05
2022-05-03,0.0001
2022-05-04,7.501333333333334e-05
2022-05-05,0.0001
2022-05-06,-4.999e-05
2022-05-07,4.793333333333334e-06
2022-05-08,5.7803333333333336e-05
2022-05-09,0.0001
2022-05-10,0.0001
2022-05-11,3.6689999999999996e-05
2022-05-12,-0.0002514866666666667
2022-05-13,-5.623333333333333e-06
2022-05-14,0.0001
2022-05-15,9.114333333333334e-05
2022-05-16,7.941e-05
2022-05-17,4.665e-05
2022-05-18,-3.2720000000000005e-05
2022-05-19,4.249333333333333e-05
2022-05-20,0.0001
2022-05-21,6.699999999999998e-07
2022-05-22,3.1156666666666666e-05
2022-05-23,0.0001
2022-05-24,-3.385333333333333e-05
2022-05-25,7.893e-05
2022-05-26,6.079e-05
2022-05-27,0.0001
2022-05-28,9.570666666666668e-05
2022-05-29,0.0001
2022-05-30,0.0001
2022-05-31,0.0001
2022-06-01,0.0001
2022-06-02,9.733333333333334e-06
2022-06-03,7.009999999999998e-06
2022-06-04,3.523666666666666e-05
2022-06-05,3.979666666666667e-05
2022-06-06,8.564e-05
2022-06-07,-1.3129999999999998e-05
2022-06-08,0.0001
2022-06-09,9.702e-05
2022-06-10,7.597333333333333e-05
2022-06-11,2.9156666666666668e-05
2022-06-12,3.6673333333333333e-05
2022-06-13,6.180000000000001e-06
2022-06-14,-3.711666666666666e-05
2022-06-15,-3.3276666666666666e-05
2022-06-16,-1.6386666666666667e-05
2022-06-17,-2.2053333333333335e-05
2022-06-18,5.7193333333333333e-05
2022-06-19,2.3076666666666665e-05
2022-06-20,2.1376666666666665e-05
2022-06-21,5.665e-05
2022-06-22,-1.4813333333333334e-05
2022-06-23,-1.7016666666666666e-05
2022-06-24,8.668666666666667e-05
2022-06-25,7.540333333333334e-05
2022-06-26,6.889666666666667e-05
2022-06-27,5.8183333333333336e-05
2022-06-28,-1.921333333333333e-05
2022-06-29,5.947333333333333e-05
2022-06-30,-6.904666666666666e-05
2022-07-01,-4.5803333333333336e-05
2022-07-02,1.475e-05
2022-07-03,5.2e-05
2022-07-04,4.8899999999999996e-05
2022-07-05,5.137e-05
2022-07-06,9.457666666666667e-05
2022-07-07,8.424666666666666e-05
2022-07-08,6.737333333333334e-05
2022-07-09,8.714333333333334e-05
2022-07-10,9.987333333333333e-05
2022-07-11,6.759666666666666e-05
2022-07-12,5.7010000000000005e-05
2022-07-13,-6.016666666666666e-06
2022-07-14,4.5026666666666674e-05
2022-07-15,4.086333333333333e-05
2022-07-16,4.950333333333333e-05
2022-07-17,8.915666666666667e-05
2022-07-18,0.0001
2022-07-19,0.0001
2022-07-20,9.372666666666667e-05
2022-07-21,0.0001
2022-07-22,8.390666666666666e-05
2022-07-23,6.688e-05
2022-07-24,7.354333333333333e-05
2022-07-25,4.519e-05
2022-07-26,7.437666666666666e-05
2022-07-27,4.209e-05
2022-07-28,9.743000000000001e-05
2022-07-29,0.0001
2022-07-30,0.0001
2022-07-31,8.760333333333334e-05
2022-08-01,8.816333333333335e-05
2022-08-02,8.539333333333333e-05
2022-08-03,2.4999999999999998e-06
2022-08-04,1.0076666666666666e-05
2022-08-05,3.527e-05
2022-08-06,8.492333333333335e-05
2022-08-07,3.888e-05
2022-08-08,7.596666666666667e-05
2022-08-09,9.306666666666667e-05
2022-08-10,2.9023333333333334e-05
2022-08-11,7.372333333333333e-05
2022-08-12,2.3506666666666666e-05
2022-08-13,2.35e-05
2022-08-14,1.1006666666666666e-05
2022-08-15,-1.3426666666666666e-05
2022-08-16,2.0896666666666666e-05
2022-08-17,3.364e-05
2022-08-18,8.520666666666668e-05
2022-08-19,1.787333333333334e-05
2022-08-20,-3.406333333333333e-05
2022-08-21,-2.9266666666666665e-05
2022-08-22,-2.428666666666667e-05
2022-08-23,-2.1766666666666666e-05
2022-08-24,-1.7939999999999998e-05
2022-08-25,2.052e-05
2022-08-26,1.3663333333333334e-05
2022-08-27,-4.498e-05
2022-08-28,-4.1989999999999996e-05
2022-08-29,-9.957333333333332e-05
2022-08-30,-2.7119999999999998e-05
2022-08-31,2.88e-05
2022-09-01,5.095333333333333e-05
2022-09-02,3.948666666666667e-05
2022-09-03,3.452666666666666e-05
2022-09-04,2.7233333333333332e-05
2022-09-05,4.089e-05
2022-09-06,1.1903333333333333e-05
2022-09-07,-3.1173333333333335e-05
2022-09-08,3.2046666666666666e-05
2022-09-09,7.104000000000001e-05
2022-09-10,9.921333333333333e-05
2022-09-11,7.942333333333334e-05
2022-09-12,9.415333333333334e-05
2022-09-13,9.988333333333333e-05
2022-09-14,-7.406666666666667e-06
2022-09-15,3.712333333333334e-05
2022-09-16,5.1076666666666665e-05
2022-09-17,2.942333333333333e-05
2022-09-18,5.9373333333333336e-05
2022-09-19,-1.7026666666666667e-05
2022-09-20,5.1296666666666666e-05
2022-09-21,3.131666666666667e-05
2022-09-22,-3.649e-05
2022-09-23,1.7373333333333332e-05
2022-09-24,3.3226666666666665e-05
2022-09-25,2.415e-05
2022-09-26,2.511e-05
2022-09-27,6.927333333333333e-05
2022-09-28,1.8006666666666665e-05
2022-09-29,6.669e-05
2022-09-30,0.0001
2022-10-01,6.734333333333334e-05
2022-10-02,5.1540000000000005e-05
2022-10-03,7.437333333333334e-05
2022-10-04,0.0001
2022-10-05,0.0001
2022-10-06,0.0001
2022-10-07,9.171e-05
2022-10-08,5.114666666666666e-05
2022-10-09,2.324333333333333e-05
2022-10-10,7.436666666666667e-05
2022-10-11,0.0001
2022-10-12,0.0001
2022-10-13,7.133999999999999e-05
2022-10-14,7.21e-05
2022-10-15,4.217333333333333e-05
2022-10-16,2.1966666666666668e-05
2022-10-17,3.876333333333333e-05
2022-10-18,0.0001
2022-10-19,9.199333333333333e-05
2022-10-20,6.038666666666667e-05
2022-10-21,2.767e-05
2022-10-22,3.9206666666666665e-05
2022-10-23,3.499e-05
2022-10-24,7.442666666666668e-05
2022-10-25,4.3933333333333335e-05
2022-10-26,4.676666666666667e-05
2022-10-27,-2.956666666666666e-06
2022-10-28,-1.0533333333333323e-06
2022-10-29,3.8146666666666665e-05
2022-10-30,1.944e-05
2022-10-31,1.637333333333333e-05
2022-11-01,3.1200000000000006e-06
2022-11-02,4.0119999999999995e-05
2022-11-03,3.353333333333333e-05
2022-11-04,4.1586666666666666e-05
2022-11-05,6.316666666666667e-05
2022-11-06,7.696333333333332e-05
2022-11-07,9.271000000000001e-05
2022-11-08,5.057666666666666e-05
2022-11-09,-0.00013185
2022-11-10,-0.00084986
2022-11-11,-0.00010843666666666666
2022-11-12,3.1383333333333335e-05
2022-11-13,-1.4026666666666667e-05
2022-11-14,-4.195333333333334e-05
2022-11-15,-8.771333333333333e-05
2022-11-16,-6.237333333333334e-05
2022-11-17,-4.1269999999999996e-05
2022-11-18,1.7233333333333337e-06
2022-11-19,4.094666666666667e-05
2022-11-20,5.98e-06
2022-11-21,2.994e-05
2022-11-22,8.096666666666667e-06
2022-11-23,6.338666666666667e-05
2022-11-24,4.568e-05
2022-11-25,1.2826666666666665e-05
2022-11-26,1.6423333333333333e-05
2022-11-27,5.936666666666664e-06
2022-11-28,9.533333333333334e-06
2022-11-29,2.8486666666666666e-05
2022-11-30,5.6510000000000006e-05
2022-12-01,2.0093333333333336e-05
2022-12-02,2.4249999999999997e-05
2022-12-03,6.141666666666666e-05
2022-12-04,5.7306666666666665e-05
2022-12-05,1.4633333333333324e-06
2022-12-06,2.8763333333333333e-05
2022-12-07,2.3509999999999997e-05
2022-12-08,1.1673333333333334e-05
2022-12-09,2.7943333333333334e-05
2022-12-10,-2.15e-06
2022-12-11,8.313333333333334e-06
2022-12-12,1.1246666666666667e-05
2022-12-13,4.991333333333333e-05
2022-12-14,0.0001
2022-12-15,8.393333333333333e-05
2022-12-16,2.8536666666666667e-05
2022-12-17,6.51e-05
2022-12-18,4.151666666666666e-05
2022-12-19,4.8190000000000004e-05
2022-12-20,3e-05
2022-12-21,6.367333333333335e-05
2022-12-22,6.094333333333333e-05
2022-12-23,9.634333333333334e-05
2022-12-24,6.99e-05
2022-12-25,1.812e-05
2022-12-26,3.7533333333333323e-06
2022-12-27,3.902666666666667e-05
2022-12-28,5.375666666666666e-05
2022-12-29,9.505666666666667e-05
2022-12-30,9.044000000000001e-05
2022-12-31,0.0001
2023-01-01,6.897e-05
2023-01-02,-1.0580000000000002e-05
2023-01-03,7.433e-05
2023-01-04,4.936e-05
2023-01-05,5.7056666666666665e-05
2023-01-06,6.945333333333333e-05
2023-01-07,4.393e-05
2023-01-08,7.703e-05
2023-01-09,2.0116666666666667e-05
2023-01-10,5.0770000000000003e-05
2023-01-11,1.6756666666666665e-05
2023-01-12,9.183e-05
2023-01-13,9.053333333333333e-05
2023-01-14,0.00021531000000000002
2023-01-15,0.00015345999999999998
2023-01-16,0.0001
2023-01-17,0.0001
2023-01-18,0.0001
2023-01-19,0.0001
2023-01-20,0.0001
2023-01-21,0.0001
2023-01-22,0.0001
2023-01-23,0.0001
2023-01-24,0.0001
2023-01-25,0.0001
2023-01-26,0.0001
2023-01-27,9.847000000000001e-05
2023-01-28,0.0001
2023-01-29,0.0001
2023-01-30,0.0001
2023-01-31,0.0001
2023-02-01,0.0001
2023-02-02,0.0001
2023-02-03,0.0001
2023-02-04,0.0001
2023-02-05,0.0001
2023-02-06,0.0001
2023-02-07,0.0001
2023-02-08,0.0001
2023-02-09,0.0001
2023-02-10,0.0001
2023-02-11,6.165666666666668e-05
2023-02-12,5.8710000000000005e-05
2023-02-13,6.132333333333333e-05
2023-02-14,9.629e-05
2023-02-15,4.692666666666667e-05
2023-02-16,0.00014390333333333331
2023-02-17,0.0001
2023-02-18,0.0001
2023-02-19,0.0001
2023-02-20,0.0001
2023-02-21,0.0001
2023-02-22,0.0001
2023-02-23,5.7123333333333336e-05
2023-02-24,5.1223333333333335e-05
2023-02-25,5.816666666666667e-06
2023-02-26,5.571e-05
2023-02-27,5.388666666666667e-05
2023-02-28,3.783e-05
2023-03-01,6.728333333333333e-05
2023-03-02,8.570000000000001e-05
2023-03-03,1.857e-05
2023-03-04,2.148666666666667e-05
2023-03-05,2.0413333333333333e-05
2023-03-06,4.9760000000000005e-05
2023-03-07,2.7263333333333334e-05
2023-03-08,5.577666666666667e-05
2023-03-09,0.0001
2023-03-10,-3.338666666666666e-05
2023-03-11,-7.576666666666667e-06
2023-03-12,1.798666666666667e-05
2023-03-13,8.670333333333335e-05
2023-03-14,0.00018284333333333332
2023-03-15,0.00018751
2023-03-16,0.0001
2023-03-17,7.770333333333335e-05
2023-03-18,0.0001
2023-03-19,0.0001
2023-03-20,9.693666666666668e-05
2023-03-21,3.221333333333334e-05
2023-03-22,1.8693333333333333e-05
2023-03-23,3.052666666666667e-05
2023-03-24,0.0001
2023-03-25,1.3566666666666667e-06
2023-03-26,1.2300000000000024e-06
2023-03-27,1.6393333333333334e-05
2023-03-28,2.4086666666666664e-05
2023-03-29,7.724333333333334e-05
2023-03-30,4.5826666666666666e-05
2023-03-31,4.5486666666666666e-05
2023-04-01,9.613333333333334e-05
2023-04-02,5.311333333333333e-05
2023-04-03,2.0689999999999997e-05
2023-04-04,-2.8806666666666666e-05
2023-04-05,5.514e-05
2023-04-06,6.883333333333332e-06
2023-04-07,1.953333333333334e-06
2023-04-08,1.3086666666666666e-05
2023-04-09,-2.6899999999999997e-06
2023-04-10,8.722333333333332e-05
2023-04-11,0.0001
2023-04-12,6.508000000000001e-05
2023-04-13,7.030666666666667e-05
2023-04-14,4.435666666666667e-05
2023-04-15,4.493333333333333e-05
2023-04-16,9.048e-05
2023-04-17,9.125333333333334e-05
2023-04-18,3.648333333333333e-05
2023-04-19,5.383333333333334e-05
2023-04-20,6.048333333333333e-05
2023-04-21,8.765666666666667e-05
2023-04-22,6.316e-05
2023-04-23,2.504333333333333e-05
2023-04-24,3.667666666666667e-05
2023-04-25,6.737666666666667e-05
2023-04-26,5.344e-05
2023-04-27,3.850666666666667e-05
2023-04-28,8.158666666666667e-05
2023-04-29,4.871333333333333e-05
2023-04-30,4.2369999999999996e-05
2023-05-01,-1.1230000000000004e-05
2023-05-02,2.769e-05
2023-05-03,6.568e-05
2023-05-04,8.102000000000001e-05
2023-05-05,7.396e-05
2023-05-06,0.0001
2023-05-07,4.804666666666667e-05
2023-05-08,1.6763333333333333e-05
2023-05-09,4.109666666666666e-05
2023-05-10,4.109666666666666e-05
2023-05-11,4.5763333333333336e-05
2023-05-12,3.453e-05
2023-05-13,3.2896666666666666e-05
2023-05-14,2.763666666666667e-05
2023-05-15,8.803333333333334e-06
2023-05-16,5.875e-05
2023-05-17,6.627333333333333e-05
2023-05-18,9.447333333333334e-05
2023-05-19,3.6683333333333335e-05
2023-05-20,2.3063333333333337e-05
2023-05-21,5.7029999999999994e-05
