timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2021-01-01 00:00:00,28948.19,29055.0,28706.0,29015.0,8037.588,1609462799999.0,232164597.07348,65942.0,3983.842,115131176.76487,0.0
2021-01-01 01:00:00,29015.0,29546.42,28975.46,29448.4,19543.401,1609466399999.0,573639378.82902,127126.0,10386.352,304866252.4402,0.0
2021-01-01 02:00:00,29443.65,29500.0,29159.16,29237.06,10049.72,1609469999999.0,294664070.72756,69148.0,4513.355,132359304.09729,0.0
2021-01-01 03:00:00,29236.58,29379.41,29174.95,29302.11,5579.452,1609473599999.0,163398239.78693,47082.0,2969.05,86971450.96965,0.0
2021-01-01 04:00:00,29302.11,29422.32,29086.0,29237.07,8351.683,1609477199999.0,244391093.21475,59332.0,3661.258,107189542.60504,0.0
2021-01-01 05:00:00,29237.06,29249.31,29110.89,29213.8,4199.729,1609480799999.0,122573099.21836,36831.0,1893.776,55289041.87259,0.0
2021-01-01 06:00:00,29213.8,29283.0,29112.1,29197.3,3977.249,1609484399999.0,116099514.67533,39276.0,1870.918,54626484.25126,0.0
2021-01-01 07:00:00,29198.01,29214.96,28822.0,29107.71,10153.425,1609487999999.0,294573962.77068,64740.0,4346.919,126140617.55803,0.0
2021-01-01 08:00:00,29107.72,29190.0,28900.0,29025.89,9141.397,1609491599999.0,265445607.62602,63638.0,3960.083,115022580.98669,0.0
2021-01-01 09:00:00,29025.9,29333.12,29000.0,29229.6,7225.092,1609495199999.0,211032556.39422,53455.0,3725.649,108838018.42401,0.0
2021-01-01 10:00:00,29230.0,29398.74,29188.0,29259.29,5964.835,1609498799999.0,174739578.12659,51490.0,3205.183,93925740.93216,0.0
2021-01-01 11:00:00,29259.3,29454.45,29248.66,29341.99,7231.306,1609502399999.0,212233378.20685,57806.0,3720.877,109231369.57657,0.0
2021-01-01 12:00:00,29342.0,29668.86,29158.11,29257.82,21588.712,1609505999999.0,635139450.47585,128407.0,10720.187,315534545.07112,0.0
2021-01-01 13:00:00,29257.99,29509.59,29238.39,29493.66,8216.882,1609509599999.0,241554223.20878,60153.0,4323.833,127128629.18802,0.0
2021-01-01 14:00:00,29493.69,29570.0,29280.32,29354.58,8107.179,1609513199999.0,238572377.6079,62247.0,3634.581,106987089.09635,0.0
2021-01-01 15:00:00,29354.57,29411.93,29043.75,29210.84,11230.179,1609516799999.0,328265426.47302,73887.0,5279.258,154370367.47996,0.0
2021-01-01 16:00:00,29210.85,29388.1,29152.2,29324.21,6357.585,1609520399999.0,186192221.62949,48659.0,3446.281,100944163.34291,0.0
2021-01-01 17:00:00,29324.21,29368.53,28927.35,29099.0,10867.198,1609523999999.0,316634136.82072,68420.0,4049.581,118029303.45098,0.0
2021-01-01 18:00:00,29099.0,29300.0,28627.12,29086.62,20168.624,1609527599999.0,584844444.93793,119803.0,9306.682,270084838.94282,0.0
2021-01-01 19:00:00,29086.62,29150.0,28967.17,29048.47,6274.763,1609531199999.0,182385025.23006,48614.0,3210.75,93350861.30021,0.0
2021-01-01 20:00:00,29048.48,29299.06,28886.37,29214.14,7608.538,1609534799999.0,221718316.89692,56317.0,3724.577,108600196.4969,0.0
2021-01-01 21:00:00,29214.13,29315.0,29160.0,29177.77,3874.626,1609538399999.0,113253147.59741,36634.0,1881.073,54997459.98379,0.0
2021-01-01 22:00:00,29177.78,29349.88,29118.4,29270.89,4145.307,1609541999999.0,121313696.3824,42151.0,1979.668,57948231.15426,0.0
2021-01-01 23:00:00,29275.64,29350.0,29241.31,29337.16,2821.928,1609545599999.0,82677480.17484,30635.0,1454.169,42608321.6364,0.0
2021-01-02 00:00:00,29337.15,29350.0,28958.24,29215.89,11383.003,1609549199999.0,331833003.02736,74189.0,5181.884,151081631.88167,0.0
2021-01-02 01:00:00,29215.89,29430.0,29114.22,29380.0,7693.401,1609552799999.0,225400103.66738,59846.0,3999.126,117193391.65865,0.0
2021-01-02 02:00:00,29380.0,29500.0,29340.7,29347.02,6230.851,1609556399999.0,183266045.72766,49649.0,3199.611,94135392.87708,0.0
2021-01-02 03:00:00,29347.02,29402.59,29266.99,29364.67,4118.911,1609559999999.0,120855173.15221,35853.0,1993.382,58500421.48208,0.0
2021-01-02 04:00:00,29364.68,29415.0,29230.0,29363.03,4267.183,1609563599999.0,125136952.93265,36060.0,2091.784,61357849.97102,0.0
2021-01-02 05:00:00,29362.97,29633.8,29362.96,29628.65,9433.473,1609567199999.0,278491799.44961,66168.0,5473.687,161609609.65266,0.0
2021-01-02 06:00:00,29628.64,29800.0,29483.7,29733.03,12171.545,1609570799999.0,361025280.4051,90625.0,6368.175,188952910.33541,0.0
2021-01-02 07:00:00,29733.09,29878.0,29648.0,29777.33,11036.513,1609574399999.0,328492510.75386,81657.0,5779.375,172065903.6061,0.0
2021-01-02 08:00:00,29778.77,29898.58,29671.0,29870.0,11105.298,1609577999999.0,331060265.67716,78966.0,5388.533,160683449.03535,0.0
2021-01-02 09:00:00,29870.01,29950.0,29600.02,29642.1,15683.827,1609581599999.0,467105941.69566,101841.0,7231.944,215502021.4042,0.0
2021-01-02 10:00:00,29642.1,29859.0,29491.09,29708.25,12364.982,1609585199999.0,367174535.4942,84355.0,5869.55,174358215.94057,0.0
2021-01-02 11:00:00,29708.24,29810.0,29646.53,29775.52,4936.05,1609588799999.0,146785027.62332,43019.0,2320.333,69011801.52651,0.0
2021-01-02 12:00:00,29775.0,30960.0,29759.68,30660.12,55925.447,1609592399999.0,1699928112.20555,335801.0,30507.718,927448598.22312,0.0
2021-01-02 13:00:00,30660.11,31638.82,30570.0,31616.51,40675.339,1609595999999.0,1263889250.74605,266690.0,21628.267,672364501.26535,0.0
2021-01-02 14:00:00,31610.71,31675.04,31123.73,31335.01,26720.425,1609599599999.0,837293194.84316,175723.0,12481.305,391230933.88113,0.0
2021-01-02 15:00:00,31337.87,31873.02,31272.42,31717.01,20893.218,1609603199999.0,659931044.30784,143859.0,11123.399,351386894.8184,0.0
2021-01-02 16:00:00,31720.79,33126.67,31718.43,32543.45,82408.607,1609606799999.0,2674719235.83192,480425.0,42365.42,1375226053.15794,0.0
2021-01-02 17:00:00,32545.48,33000.0,32431.87,32904.2,21370.376,1609610399999.0,699197718.17521,144243.0,10762.634,352222288.8829,0.0
2021-01-02 18:00:00,32904.2,33480.0,32487.68,33100.0,29214.312,1609613999999.0,962255459.10489,184678.0,14725.114,485262279.19095,0.0
2021-01-02 19:00:00,33100.0,33333.0,32743.02,33115.41,20252.544,1609617599999.0,670121923.31918,134038.0,9669.508,320043185.16293,0.0
2021-01-02 20:00:00,33115.41,33146.49,30800.0,30912.0,63891.835,1609621199999.0,2050718004.29309,366441.0,27747.513,891463984.82118,0.0
2021-01-02 21:00:00,30884.75,31948.0,30528.0,31722.66,40564.794,1609624799999.0,1276518608.19693,256053.0,21191.778,666969653.89032,0.0
2021-01-02 22:00:00,31725.56,32323.62,31465.77,32171.14,15856.752,1609628399999.0,507633388.22411,111425.0,7805.376,249788366.33458,0.0
2021-01-02 23:00:00,32171.14,32277.11,31650.8,32199.91,17342.394,1609631999999.0,554106035.852,112941.0,8483.047,271105190.70884,0.0
2021-01-03 00:00:00,32198.41,32537.65,32000.02,32478.69,12691.908,1609635599999.0,409971152.65349,99667.0,6594.337,213079896.21406,0.0
2021-01-03 01:00:00,32475.94,32832.88,32253.85,32611.14,13146.43,1609639199999.0,428714611.64042,94357.0,6351.755,207224577.0653,0.0
2021-01-03 02:00:00,32611.03,32928.16,32590.79,32765.99,6885.509,1609642799999.0,225704455.74849,62017.0,3529.538,115706936.08846,0.0
2021-01-03 03:00:00,32765.99,32784.72,32461.25,32601.49,7972.746,1609646399999.0,260274011.26815,61973.0,3570.544,116583279.91966,0.0
2021-01-03 04:00:00,32601.49,33330.01,32472.0,33256.95,12864.78,1609649999999.0,422920690.52558,94639.0,7413.744,243893211.60456,0.0
2021-01-03 05:00:00,33257.0,34220.0,33174.86,33823.58,43260.623,1609653599999.0,1465204944.72202,271562.0,22333.338,756449229.01218,0.0
2021-01-03 06:00:00,33820.37,34181.26,33715.0,34016.77,16178.256,1609657199999.0,549816003.89468,115643.0,8065.601,274121185.08828,0.0
