Open time,Open,High,Low,Close,Volume
2023-01-01 18:15:00,16586.4,16588.0,16581.2,16588.0,647.498
2023-01-01 18:30:00,16588.0,16591.0,16584.2,16591.0,609.496
2023-01-01 18:45:00,16590.9,16591.0,16578.8,16584.3,850.277
2023-01-01 19:00:00,16584.3,16599.0,16584.2,16599.0,1186.61
2023-01-01 19:15:00,16598.9,16615.8,16595.2,16613.3,3321.277
2023-01-01 19:30:00,16613.2,16615.1,16603.6,16606.9,1433.769
2023-01-01 19:45:00,16606.9,16607.0,16584.8,16596.1,1465.141
2023-01-01 20:00:00,16596.1,16603.1,16595.0,16600.4,1066.573
2023-01-01 20:15:00,16600.5,16618.8,16600.4,16609.0,1757.737
2023-01-01 20:30:00,16609.0,16616.5,16600.1,16600.6,1131.326
2023-01-01 20:45:00,16600.7,16604.8,16592.0,16593.8,996.359
2023-01-01 21:00:00,16593.7,16598.7,16584.1,16586.6,1390.66
2023-01-01 21:15:00,16586.6,16595.8,16586.6,16593.5,615.711
2023-01-01 21:30:00,16593.5,16595.5,16590.5,16592.9,560.244
2023-01-01 21:45:00,16592.9,16599.7,16592.9,16597.6,474.011
2023-01-01 22:00:00,16597.6,16605.4,16589.1,16589.2,1143.186
2023-01-01 22:15:00,16589.2,16592.2,16579.1,16588.2,995.864
2023-01-01 22:30:00,16588.3,16592.0,16584.8,16591.9,526.577
2023-01-01 22:45:00,16592.0,16594.5,16587.2,16594.4,968.055
2023-01-01 23:00:00,16594.4,16617.4,16594.4,16611.6,1740.234
2023-01-01 23:15:00,16611.7,16613.0,16597.5,16599.7,1182.134
2023-01-01 23:30:00,16599.7,16608.5,16594.8,16600.8,1199.308
2023-01-01 23:45:00,16600.8,16611.8,16594.7,16610.3,918.536
2023-01-02 00:00:00,16610.4,16618.4,16602.0,16604.3,1921.367
2023-01-02 00:15:00,16604.3,16604.3,16579.9,16580.3,1586.859
2023-01-02 00:30:00,16580.2,16589.4,16575.0,16583.9,1292.636
2023-01-02 00:45:00,16584.0,16584.5,16572.9,16578.0,973.34
2023-01-02 01:00:00,16578.0,16579.3,16544.4,16558.5,5185.272
2023-01-02 01:15:00,16558.4,16562.5,16541.2,16560.5,2634.276
2023-01-02 01:30:00,16560.4,16566.9,16556.0,16561.7,1109.676
2023-01-02 01:45:00,16561.6,16563.4,16556.5,16556.5,603.005
2023-01-02 02:00:00,16556.5,16568.9,16547.5,16568.9,1108.232
2023-01-02 02:15:00,16568.9,16572.0,16567.1,16569.6,692.492
2023-01-02 02:30:00,16569.6,16569.7,16567.5,16569.2,347.226
2023-01-02 02:45:00,16569.2,16587.1,16569.2,16580.4,1144.253
2023-01-02 03:00:00,16580.4,16586.5,16579.8,16581.7,656.137
2023-01-02 03:15:00,16581.7,16583.1,16575.0,16575.9,614.69
2023-01-02 03:30:00,16575.9,16604.1,16575.9,16598.8,1644.512
2023-01-02 03:45:00,16598.8,16700.7,16594.7,16654.6,15127.773
2023-01-02 04:00:00,16654.7,16665.0,16632.6,16635.9,3702.587
2023-01-02 04:15:00,16636.0,16643.7,16626.3,16633.8,1931.546
2023-01-02 04:30:00,16633.8,16641.8,16621.8,16625.0,1505.733
2023-01-02 04:45:00,16625.0,16633.5,16623.2,16631.8,1065.601
2023-01-02 05:00:00,16631.8,16635.6,16616.1,16621.1,1447.528
2023-01-02 05:15:00,16621.1,16627.2,16612.8,16627.2,1906.67
2023-01-02 05:30:00,16627.2,16648.0,16618.4,16648.0,1723.321
2023-01-02 05:45:00,16648.0,16653.8,16637.2,16640.0,1805.123
2023-01-02 06:00:00,16640.1,16654.8,16640.0,16643.9,1095.781
2023-01-02 06:15:00,16643.9,16652.8,16639.9,16639.9,911.992
2023-01-02 06:30:00,16639.9,16640.0,16627.8,16633.9,1580.529
2023-01-02 06:45:00,16634.0,16634.0,16630.0,16632.4,491.688
2023-01-02 07:00:00,16632.5,16692.6,16630.8,16692.1,3398.719
2023-01-02 07:15:00,16692.2,16767.8,16673.7,16728.3,21362.962
2023-01-02 07:30:00,16728.4,16752.8,16708.6,16729.4,6257.988
2023-01-02 07:45:00,16729.4,16737.4,16710.1,16712.5,3147.704
2023-01-02 08:00:00,16712.6,16745.0,16701.0,16740.1,5176.253
2023-01-02 08:15:00,16740.0,16764.0,16725.2,16731.8,5410.598
2023-01-02 08:30:00,16731.8,16747.9,16725.0,16733.9,2238.717
2023-01-02 08:45:00,16733.9,16740.3,16719.2,16724.5,2241.883
2023-01-02 09:00:00,16724.6,16735.9,16711.8,16714.5,2729.756
2023-01-02 09:15:00,16714.5,16731.3,16713.3,16716.0,1494.495
2023-01-02 09:30:00,16716.0,16726.9,16706.6,16717.2,1812.609
2023-01-02 09:45:00,16717.2,16717.2,16705.1,16710.0,1391.574
2023-01-02 10:00:00,16710.0,16759.8,16703.2,16733.1,3763.467
2023-01-02 10:15:00,16733.1,16735.0,16716.4,16724.3,1962.995
2023-01-02 10:30:00,16724.3,16734.0,16713.0,16715.4,1706.588
2023-01-02 10:45:00,16715.5,16725.6,16715.4,16720.2,846.364
2023-01-02 11:00:00,16720.1,16724.4,16713.9,16717.9,1189.067
2023-01-02 11:15:00,16717.9,16718.0,16708.6,16708.6,1182.854
2023-01-02 11:30:00,16708.7,16725.1,16696.0,16720.6,2993.243
2023-01-02 11:45:00,16720.6,16734.0,16720.6,16728.5,1410.168
2023-01-02 12:00:00,16728.4,16736.1,16722.6,16730.4,1524.865
2023-01-02 12:15:00,16730.4,16736.0,16725.4,16729.7,902.969
2023-01-02 12:30:00,16729.7,16729.7,16716.6,16716.6,1094.425
2023-01-02 12:45:00,16716.6,16721.8,16713.0,16713.2,1156.313
2023-01-02 13:00:00,16713.2,16716.5,16705.7,16710.9,1478.704
2023-01-02 13:15:00,16710.9,16711.5,16708.5,16710.8,1019.738
2023-01-02 13:30:00,16710.8,16712.0,16674.3,16682.5,5445.347
2023-01-02 13:45:00,16682.5,16698.6,16682.4,16687.8,2102.292
2023-01-02 14:00:00,16687.7,16701.6,16687.7,16698.8,1681.206
2023-01-02 14:15:00,16698.7,16702.5,16683.5,16683.6,1676.513
2023-01-02 14:30:00,16683.6,16697.6,16665.0,16696.1,4305.934
2023-01-02 14:45:00,16696.0,16696.1,16690.3,16694.8,1271.936
2023-01-02 15:00:00,16694.7,16704.6,16688.4,16704.0,2018.629
2023-01-02 15:15:00,16703.9,16720.1,16703.0,16710.6,3422.186
2023-01-02 15:30:00,16710.6,16744.8,16710.6,16737.4,3609.416
2023-01-02 15:45:00,16737.3,16738.7,16717.9,16729.2,3150.763
2023-01-02 16:00:00,16729.2,16732.9,16713.1,16728.6,2256.625
2023-01-02 16:15:00,16728.6,16729.4,16726.0,16726.4,877.287
2023-01-02 16:30:00,16726.4,16730.7,16726.0,16727.2,855.394
2023-01-02 16:45:00,16727.3,16728.8,16704.0,16704.1,2558.722
2023-01-02 17:00:00,16704.1,16710.5,16702.6,16705.2,1764.991
2023-01-02 17:15:00,16705.3,16711.4,16703.4,16711.3,1117.54
2023-01-02 17:30:00,16711.4,16716.5,16705.9,16706.6,743.226
2023-01-02 17:45:00,16706.5,16710.1,16705.9,16710.1,489.557
2023-01-02 18:00:00,16710.0,16710.1,16703.9,16706.0,599.657
2023-01-02 18:15:00,16706.0,16710.0,16704.0,16708.0,617.457
2023-01-02 18:30:00,16707.9,16708.0,16704.0,16704.1,385.776
2023-01-02 18:45:00,16704.1,16725.8,16704.0,16718.3,1585.983
2023-01-02 19:00:00,16718.3,16721.1,16717.4,16717.4,364.452
2023-01-02 19:15:00,16717.5,16721.3,16711.1,16711.2,629.882
2023-01-02 19:30:00,16711.2,16717.0,16711.1,16717.0,403.498
2023-01-02 19:45:00,16716.9,16732.1,16716.9,16730.5,1299.95
2023-01-02 20:00:00,16730.5,16732.0,16702.7,16714.9,2055.73
2023-01-02 20:15:00,16714.9,16724.7,16710.0,16724.7,626.707
2023-01-02 20:30:00,16724.7,16726.7,16715.0,16726.6,546.773
2023-01-02 20:45:00,16726.6,16727.7,16720.3,16722.8,606.884
2023-01-02 21:00:00,16722.7,16729.3,16715.0,16721.4,782.839
2023-01-02 21:15:00,16721.3,16722.8,16718.1,16720.8,505.456
2023-01-02 21:30:00,16720.8,16729.8,16720.8,16727.0,862.343
2023-01-02 21:45:00,16726.9,16799.0,16725.5,16751.9,6955.567
2023-01-02 22:00:00,16751.9,16755.7,16727.6,16747.9,3375.552
2023-01-02 22:15:00,16747.9,16751.5,16716.7,16718.0,1939.51
2023-01-02 22:30:00,16718.0,16718.9,16685.2,16704.8,2860.466
2023-01-02 22:45:00,16704.8,16708.7,16685.1,16694.6,2547.684
2023-01-02 23:00:00,16694.6,16717.4,16683.5,16710.0,3757.34
2023-01-02 23:15:00,16710.0,16710.6,16701.2,16705.0,1117.105
2023-01-02 23:30:00,16705.0,16705.1,16686.9,16695.0,1734.127
2023-01-02 23:45:00,16695.1,16695.1,16650.0,16666.0,4948.011
2023-01-03 00:00:00,16665.9,16682.5,16639.5,16682.4,4828.214
2023-01-03 00:15:00,16682.4,16686.5,16671.0,16676.1,1454.69
2023-01-03 00:30:00,16676.1,16699.7,16675.1,16697.6,1640.204
2023-01-03 00:45:00,16697.6,16697.6,16682.3,16689.1,1031.252
2023-01-03 01:00:00,16689.0,16689.1,16670.0,16672.3,1426.865
2023-01-03 01:15:00,16672.3,16675.8,16645.5,16653.4,2520.226
2023-01-03 01:30:00,16653.3,16673.9,16650.0,16664.9,1718.915
2023-01-03 01:45:00,16664.8,16672.0,16658.4,16670.5,655.715
2023-01-03 02:00:00,16670.4,16680.0,16666.6,16680.0,993.217
2023-01-03 02:15:00,16680.0,16680.0,16668.0,16670.1,715.64
2023-01-03 02:30:00,16670.0,16677.9,16668.1,16677.1,663.186
2023-01-03 02:45:00,16677.0,16677.1,16665.2,16666.5,602.92
2023-01-03 03:00:00,16666.5,16674.5,16661.5,16663.1,939.791
2023-01-03 03:15:00,16663.1,16686.0,16663.1,16680.6,1050.146
2023-01-03 03:30:00,16680.5,16694.0,16679.0,16683.2,1320.449
2023-01-03 03:45:00,16683.1,16687.0,16683.1,16684.5,491.033
2023-01-03 04:00:00,16684.4,16689.5,16683.7,16689.5,526.475
2023-01-03 04:15:00,16689.5,16691.2,16681.5,16685.9,609.524
2023-01-03 04:30:00,16685.9,16686.7,16680.1,16681.4,513.987
2023-01-03 04:45:00,16681.4,16682.7,16675.2,16678.0,681.018
2023-01-03 05:00:00,16677.9,16691.0,16677.7,16691.0,633.971
2023-01-03 05:15:00,16691.1,16698.1,16685.2,16685.3,1242.238
2023-01-03 05:30:00,16685.3,16707.4,16685.2,16703.0,1704.665
2023-01-03 05:45:00,16703.1,16721.9,16703.0,16720.0,2102.04
2023-01-03 06:00:00,16720.0,16757.9,16719.9,16730.3,7655.974
2023-01-03 06:15:00,16730.2,16754.0,16730.2,16753.9,1553.956
2023-01-03 06:30:00,16754.0,16774.0,16724.8,16729.3,4323.523
2023-01-03 06:45:00,16729.2,16729.3,16717.7,16719.8,1414.703
2023-01-03 07:00:00,16719.8,16720.3,16712.2,16720.3,1372.166
2023-01-03 07:15:00,16720.3,16724.9,16705.3,16707.9,1674.564
2023-01-03 07:30:00,16708.0,16715.7,16700.6,16714.7,1502.006
2023-01-03 07:45:00,16714.7,16726.4,16714.7,16723.1,1886.545
2023-01-03 08:00:00,16723.1,16728.9,16711.7,16711.7,1746.064
2023-01-03 08:15:00,16711.7,16714.4,16704.0,16711.9,1635.278
2023-01-03 08:30:00,16711.9,16713.7,16691.7,16693.8,1853.007
2023-01-03 08:45:00,16693.9,16715.5,16693.9,16710.0,1587.994
2023-01-03 09:00:00,16710.1,16722.1,16710.0,16721.7,1150.25
2023-01-03 09:15:00,16721.7,16728.8,16719.1,16720.2,1247.241
2023-01-03 09:30:00,16720.3,16743.2,16720.2,16738.8,1832.187
2023-01-03 09:45:00,16738.8,16750.5,16728.4,16732.9,2303.232
2023-01-03 10:00:00,16732.9,16740.9,16725.1,16725.1,1399.964
2023-01-03 10:15:00,16725.1,16732.0,16724.8,16731.9,1148.347
2023-01-03 10:30:00,16732.0,16734.0,16726.0,16734.0,1029.445
2023-01-03 10:45:00,16734.0,16735.0,16716.0,16718.3,1197.178
2023-01-03 11:00:00,16718.2,16722.7,16718.2,16720.6,970.87
2023-01-03 11:15:00,16720.6,16720.7,16717.4,16719.1,598.25
2023-01-03 11:30:00,16719.1,16729.8,16708.5,16710.1,1205.798
2023-01-03 11:45:00,16710.1,16718.5,16703.0,16714.2,1103.297
2023-01-03 12:00:00,16714.2,16716.4,16709.8,16712.0,1118.807
2023-01-03 12:15:00,16712.0,16721.2,16702.3,16713.0,1694.043
2023-01-03 12:30:00,16713.0,16718.1,16710.3,16717.4,935.698
2023-01-03 12:45:00,16717.4,16718.0,16695.7,16703.7,2317.586
2023-01-03 13:00:00,16703.8,16727.0,16703.7,16712.5,2341.134
2023-01-03 13:15:00,16712.4,16725.1,16707.6,16711.7,1305.147
2023-01-03 13:30:00,16711.6,16720.6,16709.6,16717.1,823.389
2023-01-03 13:45:00,16717.0,16732.2,16713.6,16718.1,1163.41
2023-01-03 14:00:00,16718.2,16738.4,16717.7,16736.5,1782.257
2023-01-03 14:15:00,16736.5,16739.0,16723.4,16736.1,1687.697
2023-01-03 14:30:00,16736.0,16764.9,16720.0,16747.1,9184.941
2023-01-03 14:45:00,16747.0,16756.3,16633.0,16653.1,20386.092
2023-01-03 15:00:00,16653.1,16674.9,16643.2,16653.2,9610.52
2023-01-03 15:15:00,16653.2,16662.3,16610.0,16638.9,10005.863
2023-01-03 15:30:00,16639.0,16649.5,16610.3,16646.0,5501.332
2023-01-03 15:45:00,16646.0,16673.3,16642.7,16670.8,3953.354
2023-01-03 16:00:00,16670.9,16680.1,16640.0,16642.8,4134.097
2023-01-03 16:15:00,16642.8,16658.5,16627.1,16645.7,3655.027
2023-01-03 16:30:00,16645.8,16658.6,16623.1,16645.9,2706.548
2023-01-03 16:45:00,16645.9,16645.9,16606.0,16617.3,4344.817
2023-01-03 17:00:00,16617.3,16637.0,16610.1,16633.2,2996.708
2023-01-03 17:15:00,16633.2,16633.3,16613.9,16617.6,1739.183
2023-01-03 17:30:00,16617.7,16632.8,16611.9,16612.0,1284.01
2023-01-03 17:45:00,16611.9,16626.2,16600.3,16626.0,3284.578
2023-01-03 18:00:00,16626.1,16635.9,16621.2,16627.6,1497.263
2023-01-03 18:15:00,16627.6,16645.8,16623.7,16644.4,1573.4
2023-01-03 18:30:00,16644.3,16644.9,16635.8,16638.3,1153.922
2023-01-03 18:45:00,16638.3,16644.0,16629.3,16637.7,1244.23
2023-01-03 19:00:00,16637.6,16639.5,16615.1,16625.1,1570.468
2023-01-03 19:15:00,16625.1,16638.6,16622.5,16628.8,981.682
2023-01-03 19:30:00,16628.8,16637.0,16619.0,16635.6,1155.305
2023-01-03 19:45:00,16635.6,16652.0,16634.6,16637.7,1798.238
2023-01-03 20:00:00,16637.6,16664.9,16636.0,16656.6,2879.683
2023-01-03 20:15:00,16656.5,16665.8,16643.6,16651.7,1757.299
2023-01-03 20:30:00,16651.7,16662.6,16650.9,16652.4,1188.908
2023-01-03 20:45:00,16652.4,16658.6,16643.7,16656.1,835.613
2023-01-03 21:00:00,16656.0,16658.7,16652.4,16658.7,824.822
2023-01-03 21:15:00,16658.7,16664.0,16657.7,16662.0,719.954
2023-01-03 21:30:00,16661.9,16665.7,16654.3,16663.9,1410.665
2023-01-03 21:45:00,16663.9,16665.7,16656.7,16658.8,925.141
2023-01-03 22:00:00,16658.8,16661.6,16643.0,16646.5,1164.714
2023-01-03 22:15:00,16646.5,16656.1,16642.9,16656.0,786.398
2023-01-03 22:30:00,16656.1,16662.1,16645.0,16650.9,1014.006
2023-01-03 22:45:00,16650.9,16673.0,16650.8,16670.1,1103.516
2023-01-03 23:00:00,16670.2,16688.2,16665.4,16672.5,3867.138
2023-01-03 23:15:00,16672.6,16677.9,16666.4,16670.4,840.981
2023-01-03 23:30:00,16670.4,16670.4,16660.2,16667.5,907.016
2023-01-03 23:45:00,16667.4,16672.0,16667.2,16667.2,455.385
2023-01-04 00:00:00,16667.3,16668.3,16657.1,16660.0,1265.762
2023-01-04 00:15:00,16659.9,16668.3,16656.0,16666.6,1130.756
2023-01-04 00:30:00,16666.7,16668.4,16650.0,16653.0,1191.036
2023-01-04 00:45:00,16653.0,16656.5,16645.7,16655.6,712.229
2023-01-04 01:00:00,16655.6,16717.9,16652.3,16691.2,4944.858
2023-01-04 01:15:00,16691.2,16730.0,16685.8,16706.2,5862.401
2023-01-04 01:30:00,16706.1,16719.9,16688.5,16695.5,2319.63
2023-01-04 01:45:00,16695.4,16704.7,16691.7,16696.1,1156.664
2023-01-04 02:00:00,16696.1,16719.9,16695.5,16706.5,2057.55
2023-01-04 02:15:00,16706.5,16714.7,16702.6,16711.0,919.79
2023-01-04 02:30:00,16711.1,16749.8,16711.0,16734.3,5827.761
2023-01-04 02:45:00,16734.3,16741.9,16723.1,16729.0,1972.162
2023-01-04 03:00:00,16729.1,16848.0,16729.0,16831.3,22359.331
2023-01-04 03:15:00,16831.3,16848.0,16788.0,16795.3,6725.636
2023-01-04 03:30:00,16795.2,16825.0,16795.2,16809.6,3567.359
2023-01-04 03:45:00,16809.5,16870.0,16806.1,16855.9,8067.169
2023-01-04 04:00:00,16855.9,16904.4,16845.2,16849.8,11844.643
2023-01-04 04:15:00,16849.8,16869.9,16841.0,16841.1,4726.15
2023-01-04 04:30:00,16841.1,16868.0,16841.0,16863.2,2364.751
2023-01-04 04:45:00,16863.2,16869.8,16851.9,16852.4,1965.299
2023-01-04 05:00:00,16852.5,16856.5,16832.3,16835.3,3145.179
2023-01-04 05:15:00,16835.4,16848.8,16835.3,16843.8,1708.494
2023-01-04 05:30:00,16843.9,16843.9,16833.0,16833.0,1335.83
2023-01-04 05:45:00,16833.1,16851.8,16833.0,16848.3,1666.887
2023-01-04 06:00:00,16848.3,16857.0,16842.2,16842.9,1523.504
2023-01-04 06:15:00,16842.9,16858.0,16842.9,16854.4,1583.416
2023-01-04 06:30:00,16854.4,16855.0,16844.5,16852.6,1266.178
2023-01-04 06:45:00,16852.5,16872.9,16852.5,16872.9,2148.136
2023-01-04 07:00:00,16872.8,16885.4,16841.1,16863.3,3926.184
2023-01-04 07:15:00,16863.3,16866.0,16845.0,16847.9,2109.232
2023-01-04 07:30:00,16848.0,16868.4,16843.2,16868.3,1946.197
2023-01-04 07:45:00,16868.3,16870.9,16850.1,16862.5,1623.634
2023-01-04 08:00:00,16862.5,16884.0,16861.1,16872.4,2695.924
2023-01-04 08:15:00,16872.4,16913.6,16831.0,16841.9,9867.316
2023-01-04 08:30:00,16841.9,16861.4,16826.7,16846.5,4195.201
2023-01-04 08:45:00,16846.6,16867.0,16844.6,16857.1,1900.533
2023-01-04 09:00:00,16857.1,16860.4,16846.1,16849.9,1416.904
2023-01-04 09:15:00,16849.9,16855.4,16844.4,16850.0,1473.38
2023-01-04 09:30:00,16849.9,16851.9,16842.6,16851.9,935.046
2023-01-04 09:45:00,16851.8,16856.0,16824.5,16838.9,2788.943
2023-01-04 10:00:00,16838.9,16839.0,16829.2,16829.6,1543.646
2023-01-04 10:15:00,16829.5,16840.9,16829.5,16838.6,1080.902
2023-01-04 10:30:00,16838.6,16839.9,16826.1,16826.4,1179.109
2023-01-04 10:45:00,16826.4,16838.3,16826.4,16838.0,1044.206
2023-01-04 11:00:00,16837.9,16844.1,16832.2,16844.1,1137.383
2023-01-04 11:15:00,16844.0,16847.4,16839.4,16839.5,1071.728
2023-01-04 11:30:00,16839.4,16846.0,16839.4,16841.6,902.747
2023-01-04 11:45:00,16841.5,16841.6,16826.2,16826.8,1449.227
2023-01-04 12:00:00,16826.7,16838.0,16817.2,16835.5,3060.851
2023-01-04 12:15:00,16835.4,16838.0,16818.5,16834.7,1612.517
